"purity","vmeasure","batch_number"
0.990196078431373,0.953468371551653,1
0.990384615384615,0.954207051201151,2
0.988679245283019,0.948139074294408,3
0.988888888888889,0.948888528675577,4
0.987272727272727,0.942480281669204,5
0.989285714285714,0.952137018678793,6
0.989473684210526,0.952804831893084,7
0.991379310344828,0.963271486162793,8
0.984745762711864,0.943110245768373,9
0.983333333333333,0.939162611537971,10
0.988524590163934,0.947990139264304,11
0.988709677419355,0.948682828667494,12
0.988888888888889,0.949363351319953,13
0.9890625,0.950044068376823,14
0.989230769230769,0.949770838785715,15
0.989393939393939,0.950402310233759,16
0.988059701492537,0.94531842223487,17
0.989705882352941,0.951601017803715,18
0.989855072463768,0.952152544519767,19
0.987142857142857,0.942074191047383,20
0.988732394366197,0.947827529078399,21
0.986111111111111,0.93837875794821,22
0.986301369863014,0.939093798986322,23
0.987837837837838,0.944687747327882,24
0.986666666666667,0.940443705992523,25
0.986842105263158,0.941121897011318,26
0.987012987012987,0.941698153400968,27
0.988461538461539,0.947003522035688,28
0.988607594936709,0.947515906617301,29
0.9875,0.94363529926831,30
0.98641975308642,0.939581727073336,31
0.986585365853659,0.940118313389064,32
0.987951807228916,0.945176074732394,33
0.989285714285714,0.950452901021038,34
0.989411764705882,0.95091421494641,35
0.988372093023256,0.947340999009026,36
0.987356321839081,0.944028153786228,37
0.988636363636364,0.949459572690451,38
0.987640449438202,0.945076040644753,39
0.988888888888889,0.949299790207298,40
0.99010989010989,0.953641985740981,41
0.98695652173913,0.942216038197886,42
0.988172043010753,0.947121730404684,43
0.988297872340426,0.947550339856146,44
0.989473684210526,0.950991352631492,45
0.989583333333333,0.95138384648066,46
0.989690721649485,0.951785137388587,47
0.989795918367347,0.952189945548781,48
0.988888888888889,0.948963264140717,49
0.99,0.952971437823393,50
0.99009900990099,0.953330193209117,51
0.990196078431373,0.953713226757492,52
0.990291262135922,0.954083454692552,53
0.990384615384615,0.954445194177596,54
0.990476190476191,0.954793198464159,55
0.989622641509434,0.951426929520866,56
0.989719626168224,0.951772451875287,57
0.989814814814815,0.952143237264387,58
0.989908256880734,0.952539246230372,59
0.99,0.952871843461687,60
0.99009009009009,0.953173883643453,61
0.990178571428571,0.953499413180217,62
0.989380530973451,0.950575405490478,63
0.990350877192982,0.954164289061708,64
0.990434782608696,0.95447382771526,65
0.99051724137931,0.954790244451206,66
0.990598290598291,0.955118924150002,67
0.990677966101695,0.955423752318338,68
0.989915966386555,0.952477391208277,69
0.99,0.952814815302912,70
0.989256198347107,0.950059178323823,71
0.989344262295082,0.950388999486439,72
0.988617886178862,0.947754708188197,73
0.989516129032258,0.951003923729294,74
0.9872,0.942601775214349,75
0.987301587301587,0.942961189075931,76
0.98740157480315,0.94332525418879,77
0.98828125,0.946616311438105,78
0.987596899224806,0.944279145254811,79
0.987692307692308,0.944639197804472,80
0.987786259541985,0.944996144809537,81
0.987878787878788,0.945335791391082,82
0.98796992481203,0.945636629383993,83
0.987313432835821,0.943436051651699,84
0.987407407407407,0.943459897383776,85
0.9875,0.943796962660305,86
0.988321167883212,0.946663810869822,87
0.988405797101449,0.946957351796638,88
0.989928057553957,0.952573372677704,89
0.988571428571429,0.947586415156102,90
0.98936170212766,0.950461982981387,91
0.98943661971831,0.950739574876774,92
0.988811188811189,0.948377423705667,93
0.988888888888889,0.948661838062257,94
0.988965517241379,0.94894299785163,95
0.989041095890411,0.949210454132738,96
0.989115646258503,0.949463580634166,97
0.989189189189189,0.94973487686833,98
0.989261744966443,0.950012128557555,99
0.988666666666667,0.947796948188241,100
0.988741721854305,0.948090016829992,101
0.988815789473684,0.948388906854028,102
0.988888888888889,0.948665331163027,103
0.988961038961039,0.948928931919453,104
0.989032258064516,0.949216690557421,105
0.989102564102564,0.949456116936751,106
0.989171974522293,0.949702213266988,107
0.989240506329114,0.949963630487642,108
0.989308176100629,0.950213576355225,109
0.989375,0.950477317891715,110
0.98944099378882,0.950721168162405,111
0.989506172839506,0.950970556490482,112
0.989570552147239,0.951217101459245,113
0.989634146341463,0.951444812210091,114
0.989090909090909,0.949399654750919,115
0.989156626506024,0.949648945814584,116
0.988622754491018,0.947664598224011,117
0.988690476190476,0.947927861826533,118
0.986390532544379,0.939910448907244,119
0.986470588235294,0.940186942009304,120
0.986549707602339,0.940459987276532,121
0.984302325581395,0.937268182068186,122
0.983815028901734,0.937091868986473,123
0.983333333333333,0.935743384209412,124
0.982285714285714,0.93287009830031,125
0.980681818181818,0.928566530438167,126
0.982485875706215,0.933436756853352,127
0.983707865168539,0.935641994585296,128
0.976536312849162,0.919732858684181,129
0.976666666666667,0.920021210079626,130
0.976243093922652,0.918995689405359,131
0.976373626373626,0.91931635576126,132
0.976502732240437,0.919635446620407,133
0.976630434782609,0.920000966663369,134
0.975135135135135,0.916404114970957,135
0.975268817204301,0.919063875080107,136
0.975401069518717,0.919370599335013,137
0.976595744680851,0.919978840679432,138
0.974603174603175,0.915246101066313,139
0.976842105263158,0.919056829354256,140
0.975916230366492,0.918377643037597,141
0.977083333333333,0.921214308983278,142
0.975129533678756,0.916500525146149,143
0.967010309278351,0.900723557205712,144
0.973333333333333,0.914652323756853,145
0.966836734693878,0.900408876489136,146
0.967005076142132,0.90081658920549,147
0.973737373737374,0.915611953475043,148
0.974371859296482,0.914877352314224,149
0.9765,0.900324789342928,150
0.972139303482587,0.911983786690253,151
0.973762376237624,0.915659551599251,152
0.976354679802956,0.899856489039722,153
0.975980392156863,0.898811123134714,154
0.976585365853659,0.900634550068005,155
0.971359223300971,0.910218977774413,156
0.978743961352657,0.907503059904839,157
0.972596153846154,0.913016174369911,158
0.967464114832536,0.90176243724827,159
0.96952380952381,0.906147114505546,160
0.967298578199052,0.901373378561297,161
0.981132075471698,0.915892769997275,162
0.967136150234742,0.901055659267362,163
0.971028037383178,0.909471475810549,164
0.968372093023256,0.90367926232926,165
0.968518518518519,0.904021626008541,166
0.965898617511521,0.898474374183375,167
0.96605504587156,0.898770305404147,168
0.970319634703196,0.907852052935361,169
0.967272727272727,0.901281284061002,170
0.96606334841629,0.898722373967758,171
0.968018018018018,0.902828677053328,172
0.966816143497758,0.900237206434102,173
0.964285714285714,0.894997619996305,174
0.966666666666667,0.899925659372598,175
0.966814159292035,0.900245392428151,176
0.966519823788546,0.899616537477724,177
0.966228070175439,0.898942669476146,178
0.965502183406113,0.897468331438732,179
0.98,0.911947730400701,180
0.966666666666667,0.89993628675519,181
0.966810344827586,0.90021327002141,182
0.967381974248927,0.901375261263199,183
0.973076923076923,0.913858964884107,184
0.972765957446808,0.913159891727672,185
0.980932203389831,0.915521855058413,186
0.979746835443038,0.911166312658131,187
0.980672268907563,0.914307196874458,188
0.980753138075314,0.914594115229562,189
0.973333333333333,0.914464291861487,190
0.967219917012448,0.900981368450144,191
0.97396694214876,0.915959961270272,192
0.978600823045268,0.907516691739307,193
0.975409836065574,0.917452857480611,194
0.975102040816327,0.916707314026151,195
0.978455284552846,0.907543223618924,196
0.971255060728745,0.909729538358237,197
0.971774193548387,0.910900998809203,198
0.968674698795181,0.90406857150881,199
0.9716,0.910480309736913,200
0.97808764940239,0.905974495028972,201
0.978968253968254,0.908801807952574,202
0.967193675889328,0.900899362219839,203
0.97244094488189,0.91235948025712,204
0.968235294117647,0.903049772245173,205
0.967578125,0.901673178589017,206
0.978210116731517,0.905700658894545,207
0.961627906976744,0.889472221447131,208
0.967953667953668,0.902479227901554,209
0.971153846153846,0.909477236098267,210
0.970114942528736,0.907153374392474,211
0.970992366412214,0.909149827036308,212
0.966920152091255,0.900326671248675,213
0.966287878787879,0.898956633931796,214
0.964528301886793,0.895330196732228,215
0.965789473684211,0.897903672708321,216
0.965543071161049,0.897388709013788,217
0.965298507462687,0.896843746746452,218
0.966914498141264,0.900212507087901,219
0.967407407407407,0.901219572318977,220
0.964206642066421,0.894584496438731,221
0.963970588235294,0.894134697888663,222
0.963369963369963,0.892875912900119,223
0.978102189781022,0.905259275199062,224
0.966545454545455,0.89946727414989,225
0.966666666666667,0.899715611463817,226
0.967148014440433,0.900773817058934,227
0.96726618705036,0.901016106852534,228
0.966308243727599,0.898992982687589,229
0.966071428571429,0.898462001814124,230
0.965124555160142,0.896506957069097,231
0.968085106382979,0.902691812513634,232
0.967844522968198,0.902138383038665,233
0.966197183098592,0.898665373889265,234
0.968421052631579,0.903365650533749,235
0.966083916083916,0.898400791974483,236
0.965505226480836,0.897255568595569,237
0.965625,0.897468436316557,238
0.967820069204152,0.9020417711763,239
0.96448275862069,0.895015690661144,240
0.963917525773196,0.893837941556898,241
0.964383561643836,0.894780543560573,242
0.96518771331058,0.896462273901696,243
0.967006802721088,0.900313249321178,244
0.965423728813559,0.8969876895509,245
0.965202702702703,0.896542948437393,246
0.966329966329966,0.898918003390306,247
0.967114093959732,0.900555082085429,248
0.966555183946488,0.899340208291092,249
0.966666666666667,0.899598719359148,250
0.968106312292359,0.902658836716312,251
0.965562913907285,0.897264928575199,252
0.968316831683168,0.903082592094252,253
0.966776315789474,0.899780432900365,254
0.966885245901639,0.900019554366549,255
0.965686274509804,0.897546579386131,256
0.967752442996743,0.901867831016241,257
0.967857142857143,0.902085019931662,258
0.96504854368932,0.896144667181352,259
0.964516129032258,0.894998535476105,260
0.964308681672026,0.89454861653008,261
0.964423076923077,0.89480828668746,262
0.968690095846645,0.903796495847456,263
0.96687898089172,0.899930697751307,264
0.969206349206349,0.904897972363552,265
0.964240506329114,0.894415805082862,266
0.969085173501577,0.904669616302072,267
